freq_hz,magnitude
1.595435421396184950e+01,1.403124507081582522e+02
1.608956060560559465e+01,4.112324837371120339e+02
1.622476699724933979e+01,4.673480354429229919e+02
1.635997338889308139e+01,4.786965931592902734e+02
1.649517978053682654e+01,5.499421007683240532e+02
1.663038617218057169e+01,5.747477796549839013e+02
1.676559256382431684e+01,3.246257516477802483e+02
1.690079895546806199e+01,9.818067268305797768e+01
1.703600534711180359e+01,3.603894188953248658e+02
1.717121173875554874e+01,4.743594187134617073e+02
1.730641813039929389e+01,3.034035812969748349e+02
1.744162452204303904e+01,4.555490439907541145e+02
1.757683091368678419e+01,3.097060655545123495e+02
1.771203730533052578e+01,2.106607991188965912e+02
1.784724369697427093e+01,3.874304244746122095e+02
1.798245008861801608e+01,5.070471117529066305e+02
1.811765648026176123e+01,4.207991442317587598e+02
1.825286287190550638e+01,3.235175210265859960e+02
1.838806926354924798e+01,1.562509755224135688e+02
1.852327565519299313e+01,5.165614275125144559e+02
1.865848204683673828e+01,6.460719982878619021e+02
1.879368843848048343e+01,3.520066839139806802e+02
1.892889483012422858e+01,3.250753150331583470e+02
1.906410122176797373e+01,6.090516975661812467e+02
1.919930761341171532e+01,4.808119844030365471e+02
1.933451400505546047e+01,1.227467356577864876e+02
1.946972039669920562e+01,3.729990252619494981e+02
1.960492678834295077e+01,1.086988753878694752e+03
1.974013317998669592e+01,1.069272959669935517e+03
1.987533957163043752e+01,3.000652629581195470e+02
2.001054596327418267e+01,4.409707458937437536e+02
2.014575235491792782e+01,3.947926474224206004e+02
2.028095874656167297e+01,3.680227533715939217e+02
2.041616513820541812e+01,9.572755337607158026e+02
2.055137152984916327e+01,1.572186342865507868e+03
2.068657792149290486e+01,1.603691558955381197e+03
2.082178431313665001e+01,1.143665580855686130e+03
2.095699070478039516e+01,7.688858667853600082e+02
2.109219709642414031e+01,4.496644200116001571e+02
2.122740348806788546e+01,4.957035378069904255e+02
2.136260987971162706e+01,2.846469717810318798e+02
2.149781627135537221e+01,3.823437729141474506e+02
2.163302266299911736e+01,6.443792824716243786e+02
2.176822905464286251e+01,3.482029999280601942e+02
2.190343544628660766e+01,2.123710446626358817e+02
2.203864183793034925e+01,3.476933399026855227e+02
2.217384822957409440e+01,4.952342975005665693e+01
2.230905462121783955e+01,3.890311731999759104e+02
2.244426101286158470e+01,6.467225787270419914e+02
2.257946740450532985e+01,4.821645729227611241e+02
2.271467379614907145e+01,3.297471763844046109e+02
2.284988018779281660e+01,6.748335589252119462e+02
2.298508657943656175e+01,5.602495440165278069e+02
2.312029297108030690e+01,8.832776025181964030e+01
2.325549936272405205e+01,5.736040556004636528e+02
2.339070575436779720e+01,4.143790516261663015e+02
2.352591214601153879e+01,6.950164121007847484e+01
2.366111853765528394e+01,2.644710439692655655e+02
2.379632492929902909e+01,3.070074912206107456e+02
2.393153132094277424e+01,1.579052220971604186e+02
2.406673771258651939e+01,2.844931269910957781e+02
2.420194410423026099e+01,1.971383704173593685e+02
